,mic,index_name,index_trading_symbol,index_isin,trading_symbol,data_provider,trading_symbol_wtd,trading_symbol_av,instrument,isin,sector,sub_sector,market_cap._in_mio._last_regular_rebalancing,weight_last_regular_rebalancing
0,XFRA,DAX,DAX,DE0008469008,ADS,WTD,ADS.DE,ADS.DEX,ADIDAS AG NA O.N.,,,,,
1,XFRA,DAX,DAX,DE0008469008,ALV,WTD,ALV.DE,ALV.DEX,ALLIANZ SE NA O.N.,,,,,
2,XFRA,DAX,DAX,DE0008469008,BAS,WTD,BAS.DE,BAS.DEX,BASF SE NA O.N.,,,,,
3,XFRA,DAX,DAX,DE0008469008,BMW,WTD,BMW.DE,BMW.DEX,BAY.MOTOREN WERKE AG ST,,,,,
4,XFRA,DAX,DAX,DE0008469008,BAYN,WTD,BAYN.DE,BAYN.DEX,BAYER AG NA O.N.,,,,,
5,XFRA,DAX,DAX,DE0008469008,BEI,WTD,BEI.DE,BEI.DEX,BEIERSDORF AG O.N.,,,,,
6,XFRA,DAX,DAX,DE0008469008,CON,WTD,CON.DE,CON.DEX,CONTINENTAL AG O.N.,,,,,
7,XFRA,DAX,DAX,DE0008469008,1COV,WTD,1COV.DE,1COV.DEX,COVESTRO AG  O.N.,,,,,
8,XFRA,DAX,DAX,DE0008469008,DAI,WTD,DAI.DE,DAI.DEX,DAIMLER AG NA O.N.,,,,,
9,XFRA,DAX,DAX,DE0008469008,DBK,WTD,DBK.DE,DBK.DEX,DEUTSCHE BANK AG NA O.N.,,,,,
10,XFRA,DAX,DAX,DE0008469008,DB1,WTD,DB1.DE,DB1.DEX,DEUTSCHE BOERSE NA O.N.,,,,,
11,XFRA,DAX,DAX,DE0008469008,DPW,WTD,DPW.DE,DPW.DEX,DEUTSCHE POST AG NA O.N.,,,,,
12,XFRA,DAX,DAX,DE0008469008,DTE,WTD,DTE.DE,DTE.DEX,DT.TELEKOM AG NA,,,,,
13,XFRA,DAX,DAX,DE0008469008,EOAN,WTD,EOAN.DE,EOAN.DEX,E.ON SE NA O.N.,,,,,
14,XFRA,DAX,DAX,DE0008469008,FME,WTD,FME.DE,FME.DEX,FRESEN.MED.CARE KGAA O.N.,,,,,
15,XFRA,DAX,DAX,DE0008469008,FRE,WTD,FRE.DE,FRE.DEX,FRESENIUS SE+CO.KGAA O.N.,,,,,
16,XFRA,DAX,DAX,DE0008469008,HEI,WTD,HEI.DE,HEI.DEX,HEIDELBERGCEMENT AG O.N.,,,,,
17,XFRA,DAX,DAX,DE0008469008,HEN3,WTD,HEN3.DE,HEN3.DEX,HENKEL AG+CO.KGAA VZO,,,,,
18,XFRA,DAX,DAX,DE0008469008,IFX,WTD,IFX.DE,IFX.DEX,INFINEON TECH.AG NA O.N.,,,,,
19,XFRA,DAX,DAX,DE0008469008,LIN,WTD,LIN.DE,LIN.DEX,"LINDE PLC        EO 0,001",,,,,
20,XFRA,DAX,DAX,DE0008469008,LHA,WTD,LHA.DE,LHA.DEX,LUFTHANSA AG VNA O.N.,,,,,
21,XFRA,DAX,DAX,DE0008469008,MRK,WTD,MRK.DE,MRK.DEX,MERCK KGAA O.N.,,,,,
22,XFRA,DAX,DAX,DE0008469008,MUV2,WTD,MUV2.DE,MUV2.DEX,MUENCH.RUECKVERS.VNA O.N.,,,,,
23,XFRA,DAX,DAX,DE0008469008,RWE,WTD,RWE.DE,RWE.DEX,RWE AG ST O.N.,,,,,
24,XFRA,DAX,DAX,DE0008469008,SAP,WTD,SAP.DE,SAP.DEX,SAP SE O.N.,,,,,
25,XFRA,DAX,DAX,DE0008469008,SIE,WTD,SIE.DE,SIE.DEX,SIEMENS AG  NA O.N.,,,,,
26,XFRA,DAX,DAX,DE0008469008,TKA,WTD,TKA.DE,TKA.DEX,THYSSENKRUPP AG O.N.,,,,,
27,XFRA,DAX,DAX,DE0008469008,VOW3,WTD,VOW3.DE,VOW3.DEX,VOLKSWAGEN AG VZO O.N.,,,,,
28,XFRA,DAX,DAX,DE0008469008,VNA,WTD,VNA.DE,VNA.DEX,VONOVIA SE NA O.N.,,,,,
29,XFRA,DAX,DAX,DE0008469008,WDI,WTD,WDI.DE,WDI.DEX,WIRECARD AG,,,,,
30,XFRA,SDAX,SDXP,DE0008469008,ADL,WTD,ADL.DE,ADL.DEX,ADLER REAL ESTATE AG,,,,,
31,XFRA,SDAX,SDXP,DE0008469008,ADJ,WTD,ADJ.DE,ADJ.DEX,ADO PROPERTIES S.A. NPV,,,,,
32,XFRA,SDAX,SDXP,DE0008469008,ADV,WTD,ADV.DE,ADV.DEX,ADVA OPT.NETW.SE  O.N.,,,,,
33,XFRA,SDAX,SDXP,DE0008469008,AIXA,WTD,AIXA.DE,AIXA.DEX,AIXTRON SE NA O.N.,,,,,
34,XFRA,SDAX,SDXP,DE0008469008,AAD,WTD,AAD.DE,AAD.DEX,AMADEUS FIRE AG,,,,,
35,XFRA,SDAX,SDXP,DE0008469008,AAG,WTD,AAG.F,AAG.DEX,AUMANN AG  INH O.N.,,,,,
36,XFRA,SDAX,SDXP,DE0008469008,BYW6,WTD,BYW6.DE,BYW6.DEX,BAYWA AG VINK.NA. O.N.,,,,,
37,XFRA,SDAX,SDXP,DE0008469008,BFSA,WTD,BFSA.F,BFSA.DEX,BEFESA S.A. ORD. O.N.,,,,,
38,XFRA,SDAX,SDXP,DE0008469008,BDT,WTD,BDT.DE,BDT.DEX,BERTRANDT AG O.N.,,,,,
39,XFRA,SDAX,SDXP,DE0008469008,GBF,WTD,GBF.DE,GBF.DEX,BILFINGER SE O.N.,,,,,
40,XFRA,SDAX,SDXP,DE0008469008,BVB,WTD,BVB.DE,BVB.DEX,BORUSSIA DORTMUND,,,,,
41,XFRA,SDAX,SDXP,DE0008469008,COK,WTD,COK.DE,COK.DEX,CANCOM SE O.N.,,,,,
42,XFRA,SDAX,SDXP,DE0008469008,CEC,AV,no_results,CEC.DEX,CECONOMY AG  ST O.N.,,,,,
43,XFRA,SDAX,SDXP,DE0008469008,CWC,WTD,CWC.DE,CWC.DEX,CEWE STIFT.KGAA  O.N.,,,,,
44,XFRA,SDAX,SDXP,DE0008469008,COP,WTD,COP.DE,COP.DEX,COMPUGROUP MED.SE O.N.,,,,,
45,XFRA,SDAX,SDXP,DE0008469008,CCAP,AV,no_results,CCAP.DEX,CORESTATE CAPITAL HLDG,,,,,
46,XFRA,SDAX,SDXP,DE0008469008,EVD,WTD,EVD.DE,EVD.DEX,CTS EVENTIM KGAA,,,,,
47,XFRA,SDAX,SDXP,DE0008469008,DEZ,WTD,DEZ.DE,DEZ.DEX,DEUTZ AG O.N.,,,,,
48,XFRA,SDAX,SDXP,DE0008469008,DIC,WTD,DIC.DE,DIC.DEX,DIC ASSET AG NA O.N.,,,,,
49,XFRA,SDAX,SDXP,DE0008469008,GIL,WTD,GIL.DE,GIL.DEX,DMG MORI AG O.N.,,,,,
50,XFRA,SDAX,SDXP,DE0008469008,HNL,WTD,HNL.DE,HNL.DEX,DR. HOENLE AG O.N.,,,,,
51,XFRA,SDAX,SDXP,DE0008469008,DRW3,WTD,DRW3.DE,DRW3.DEX,DRAEGERWERK VZO O.N.,,,,,
52,XFRA,SDAX,SDXP,DE0008469008,DBAN,WTD,DBAN.DE,DBAN.DEX,DT.BETEILIG.AG   NA O.N.,,,,,
53,XFRA,SDAX,SDXP,DE0008469008,DWS,WTD,DWS.F,DWS.DEX,DWS GROUP GMBH+CO.KGAA ON,,,,,
54,XFRA,SDAX,SDXP,DE0008469008,EUZ,WTD,EUZ.DE,EUZ.DEX,ECKERT+ZIEGLER AG O.N.,,,,,
55,XFRA,SDAX,SDXP,DE0008469008,CAP,WTD,CAP.DE,CAP.DEX,ENCAVIS AG  INH. O.N.,,,,,
56,XFRA,SDAX,SDXP,DE0008469008,HAB,WTD,LHAB.F,HAB.DEX,HAMBORNER REIT AG O.N.,,,,,
57,XFRA,SDAX,SDXP,DE0008469008,HHFA,WTD,HHFA.DE,HHFA.DEX,HAMBURG.HAFEN LOG.A-SP NA,,,,,
58,XFRA,SDAX,SDXP,DE0008469008,HDD,WTD,HDD.DE,HDD.DEX,HEIDELBERG.DRUCKMA.O.N.,,,,,
59,XFRA,SDAX,SDXP,DE0008469008,HFG,WTD,HFG.F,HFG.DEX,HELLOFRESH SE  INH O.N.,,,,,
60,XFRA,SDAX,SDXP,DE0008469008,HBH,WTD,HBH.DE,HBH.DEX,HORNBACH HOLD.ST O.N.,,,,,
61,XFRA,SDAX,SDXP,DE0008469008,HYQ,WTD,HYQ.DE,HYQ.DEX,HYPOPORT AG  NA O.N.,,,,,
62,XFRA,SDAX,SDXP,DE0008469008,INH,WTD,INH.DE,INH.DEX,INDUS HOLDING AG,,,,,
63,XFRA,SDAX,SDXP,DE0008469008,ISR,WTD,ISR.DE,ISR.DEX,ISRA VISION O.N.,,,,,
64,XFRA,SDAX,SDXP,DE0008469008,JEN,WTD,JEN.DE,JEN.DEX,JENOPTIK AG  NA O.N.,,,,,
65,XFRA,SDAX,SDXP,DE0008469008,JST,WTD,JST.F,JST.DEX,JOST WERKE AG INH.   O.N.,,,,,
66,XFRA,SDAX,SDXP,DE0008469008,JUN3,WTD,JUN3.DE,JUN3.DEX,JUNGHEINRICH AG O.N.VZO,,,,,
67,XFRA,SDAX,SDXP,DE0008469008,KCO,WTD,KCO.DE,KCO.DEX,KLOECKNER + CO SE NA O.N.,,,,,
68,XFRA,SDAX,SDXP,DE0008469008,SKB,WTD,SKB.DE,SKB.DEX,KOENIG + BAUER AG ST O.N.,,,,,
69,XFRA,SDAX,SDXP,DE0008469008,KRN,WTD,KRN.DE,KRN.DEX,KRONES AG O.N.,,,,,
70,XFRA,SDAX,SDXP,DE0008469008,KWS,WTD,KWS.DE,KWS.DEX,KWS SAAT KGAA  INH O.N.,,,,,
71,XFRA,SDAX,SDXP,DE0008469008,LEO,WTD,LEO.DE,LEO.DEX,LEONI AG NA O.N.,,,,,
72,XFRA,SDAX,SDXP,DE0008469008,NWO,AV,no_results,NWO.DEX,NEW WORK SE  NA O.N.,,,,,
73,XFRA,SDAX,SDXP,DE0008469008,NDX1,WTD,NDX1.DE,NDX1.DEX,NORDEX SE O.N.,,,,,
74,XFRA,SDAX,SDXP,DE0008469008,PAT,AV,no_results,PAT.DEX,PATRIZIA AG NA ON,,,,,
75,XFRA,SDAX,SDXP,DE0008469008,PFV,WTD,PFV.DE,PFV.DEX,PFEIFFER VACUUM TECH.O.N.,,,,,
76,XFRA,SDAX,SDXP,DE0008469008,RAA,WTD,RAA.DE,RAA.DEX,RATIONAL AG,,,,,
77,XFRA,SDAX,SDXP,DE0008469008,RHK,WTD,RHK.DE,RHK.DEX,RHOEN-KLINIKUM O.N.,,,,,
78,XFRA,SDAX,SDXP,DE0008469008,RIB,WTD,RIB.DE,RIB.DEX,RIB SOFTWARE SE  NA EO 1,,,,,
79,XFRA,SDAX,SDXP,DE0008469008,SANT,WTD,SANT.DE,SANT.DEX,S+T AG (Z.REG.MK.Z.)O.N.,,,,,
80,XFRA,SDAX,SDXP,DE0008469008,SFQ,WTD,SFQ.DE,SFQ.DEX,"SAF HOLLAND S.A.   EO-,01",,,,,
81,XFRA,SDAX,SDXP,DE0008469008,SZG,WTD,SZG.DE,SZG.DEX,SALZGITTER AG O.N.,,,,,
82,XFRA,SDAX,SDXP,DE0008469008,SHA,WTD,SHA.DE,SHA.DEX,SCHAEFFLER AG INH. VZO,,,,,
83,XFRA,SDAX,SDXP,DE0008469008,SGL,WTD,SGL.DE,SGL.DEX,SGL CARBON SE O.N.,,,,,
84,XFRA,SDAX,SDXP,DE0008469008,SAE,WTD,SAE.F,SAE.DEX,SHOP APOTHEKE EUROPE INH.,,,,,
85,XFRA,SDAX,SDXP,DE0008469008,SIX2,WTD,SIX2.DE,SIX2.DEX,SIXT SE ST O.N.,,,,,
86,XFRA,SDAX,SDXP,DE0008469008,S92,WTD,S92.DE,S92.DEX,SMA SOLAR TECHNOL.AG,,,,,
87,XFRA,SDAX,SDXP,DE0008469008,STM,AV,no_results,STM.DEX,"STABILUS S.A. INH. EO-,01",,,,,
88,XFRA,SDAX,SDXP,DE0008469008,SNH,WTD,SNH.DE,SNH.DEX,"STEINHOFF INT.HLDG.EO-,50",,,,,
89,XFRA,SDAX,SDXP,DE0008469008,SAX,WTD,SAX.DE,SAX.DEX,STROEER SE + CO. KGAA,,,,,
90,XFRA,SDAX,SDXP,DE0008469008,SZU,WTD,SZU.DE,SZU.DEX,SUEDZUCKER AG  O.N.,,,,,
91,XFRA,SDAX,SDXP,DE0008469008,TTK,WTD,TTK.DE,TTK.DEX,TAKKT AG O.N.,,,,,
92,XFRA,SDAX,SDXP,DE0008469008,TLX,WTD,TLX.DE,TLX.DEX,TALANX AG NA O.N.,,,,,
93,XFRA,SDAX,SDXP,DE0008469008,TLG,WTD,TLG.DE,TLG.DEX,TLG IMMOBILIEN AG,,,,,
94,XFRA,SDAX,SDXP,DE0008469008,VAR1,WTD,VAR1.F,VAR1.DEX,VARTA AG O.N.,,,,,
95,XFRA,SDAX,SDXP,DE0008469008,WCH,WTD,WCH.DE,WCH.DEX,WACKER CHEMIE        O.N.,,,,,
96,XFRA,SDAX,SDXP,DE0008469008,WAC,WTD,WAC.DE,WAC.DEX,WACKER NEUSON SE NA O.N.,,,,,
97,XFRA,SDAX,SDXP,DE0008469008,WSU,WTD,WSU.DE,WSU.DEX,WASHTEC AG O.N.,,,,,
98,XFRA,SDAX,SDXP,DE0008469008,WUW,WTD,WUW.DE,WUW.DEX,WUESTENROT+WUERTT.AG O.N.,,,,,
99,XFRA,SDAX,SDXP,DE0008469008,ZO1,WTD,ZO1.DE,ZO1.DEX,ZOOPLUS AG,,,,,
100,XFRA,MDAX,MDAX,DE0008467416,DRI,WTD,DRI.DE,DRI.DEX,1+1 DRILLISCH AG O.N.,,,,,
101,XFRA,MDAX,MDAX,DE0008467416,SPR,WTD,SPR.DE,SPR.DEX,A.SPRINGER SE VNA,,,,,
102,XFRA,MDAX,MDAX,DE0008467416,ARL,WTD,ARL.DE,ARL.DEX,AAREAL BANK AG,,,,,
103,XFRA,MDAX,MDAX,DE0008467416,AIR,WTD,AIR.DE,AIR.DEX,AIRBUS,,,,,
104,XFRA,MDAX,MDAX,DE0008467416,AOX,WTD,AOX.F,AOX.DEX,ALSTRIA OFFICE REIT-AG,,,,,
105,XFRA,MDAX,MDAX,DE0008467416,AT1,WTD,AT1.DE,AT1.DEX,"AROUNDTOWN EO-,01",,,,,
106,XFRA,MDAX,MDAX,DE0008467416,NDA,WTD,NDA.DE,NDA.DEX,AURUBIS AG,,,,,
107,XFRA,MDAX,MDAX,DE0008467416,BC8,WTD,BC8.DE,BC8.DEX,BECHTLE AG O.N.,,,,,
108,XFRA,MDAX,MDAX,DE0008467416,BNR,WTD,BNR.DE,BNR.DEX,BRENNTAG AG NA O.N.,,,,,
109,XFRA,MDAX,MDAX,DE0008467416,AFX,WTD,AFX.DE,AFX.DEX,CARL ZEISS MEDITEC AG,,,,,
110,XFRA,MDAX,MDAX,DE0008467416,CBK,WTD,CBK.DE,CBK.DEX,COMMERZBANK AG,,,,,
111,XFRA,MDAX,MDAX,DE0008467416,DHER,WTD,DHER.F,DHER.DEX,DELIVERY HERO SE NA O.N.,,,,,
112,XFRA,MDAX,MDAX,DE0008467416,DEQ,WTD,DEQ.DE,DEQ.DEX,DEUTSCHE EUROSHOP NA O.N.,,,,,
113,XFRA,MDAX,MDAX,DE0008467416,DWNI,WTD,DWNI.DE,DWNI.DEX,DEUTSCHE WOHNEN SE INH,,,,,
114,XFRA,MDAX,MDAX,DE0008467416,DLG,WTD,DLG.DE,DLG.DEX,"DIALOG SEMICOND.   LS-,10",,,,,
115,XFRA,MDAX,MDAX,DE0008467416,PBB,WTD,PBB.DE,PBB.DEX,DT.PFANDBRIEFBK AG,,,,,
116,XFRA,MDAX,MDAX,DE0008467416,DUE,WTD,DUE.DE,DUE.DEX,DUERR AG O.N.,,,,,
117,XFRA,MDAX,MDAX,DE0008467416,EVK,WTD,EVK.DE,EVK.DEX,EVONIK INDUSTRIES NA O.N.,,,,,
118,XFRA,MDAX,MDAX,DE0008467416,EVT,WTD,EVT.DE,EVT.DEX,EVOTEC SE  INH O.N.,,,,,
119,XFRA,MDAX,MDAX,DE0008467416,FIE,WTD,FIE.DE,FIE.DEX,FIELMANN AG O.N.,,,,,
120,XFRA,MDAX,MDAX,DE0008467416,FRA,WTD,FRA.DE,FRA.DEX,FRAPORT AG FFM.AIRPORT,,,,,
121,XFRA,MDAX,MDAX,DE0008467416,FNTN,WTD,FNTN.DE,FNTN.DEX,FREENET AG NA O.N.,,,,,
122,XFRA,MDAX,MDAX,DE0008467416,FPE3,WTD,FPE3.DE,FPE3.DEX,FUCHS PETROL.SE VZO O.N.,,,,,
123,XFRA,MDAX,MDAX,DE0008467416,G1A,WTD,G1A.DE,G1A.DEX,GEA GROUP AG,,,,,
124,XFRA,MDAX,MDAX,DE0008467416,GXI,WTD,GXI.DE,GXI.DEX,GERRESHEIMER AG,,,,,
125,XFRA,MDAX,MDAX,DE0008467416,GYC,WTD,GYC.DE,GYC.DEX,"GRAND CITY PROPERT.EO-,10",,,,,
126,XFRA,MDAX,MDAX,DE0008467416,GLJ,WTD,GLJ.DE,GLJ.DEX,GRENKE AG NA O.N.,,,,,
127,XFRA,MDAX,MDAX,DE0008467416,HNR1,WTD,HNR1.DE,HNR1.DEX,HANNOVER RUECK SE NA O.N.,,,,,
128,XFRA,MDAX,MDAX,DE0008467416,HLE,WTD,HLE.DE,HLE.DEX,HELLA GMBH+CO. KGAA O.N.,,,,,
129,XFRA,MDAX,MDAX,DE0008467416,HOT,WTD,HOT.DE,HOT.DEX,HOCHTIEF AG,,,,,
130,XFRA,MDAX,MDAX,DE0008467416,BOSS,WTD,BOSS.DE,BOSS.DEX,HUGO BOSS AG NA O.N.,,,,,
131,XFRA,MDAX,MDAX,DE0008467416,IGY,WTD,IGY.F,IGY.DEX,INNOGY SE  INH. O.N.,,,,,
132,XFRA,MDAX,MDAX,DE0008467416,SDF,WTD,SDF.DE,SDF.DEX,K+S AG NA O.N.,,,,,
133,XFRA,MDAX,MDAX,DE0008467416,KGX,WTD,KGX.DE,KGX.DEX,KION GROUP AG,,,,,
134,XFRA,MDAX,MDAX,DE0008467416,KBX,WTD,KBX.F,KBX.DEX,KNORR-BREMSE AG  INH O.N.,,,,,
135,XFRA,MDAX,MDAX,DE0008467416,LXS,WTD,LXS.DE,LXS.DEX,LANXESS AG,,,,,
136,XFRA,MDAX,MDAX,DE0008467416,LEG,WTD,LEG.DE,LEG.DEX,LEG IMMOBILIEN AG NA O.N.,,,,,
137,XFRA,MDAX,MDAX,DE0008467416,B4B,AV,no_results,B4B.DEX,METRO AG   ST O.N.,,,,,
138,XFRA,MDAX,MDAX,DE0008467416,MOR,WTD,MOR.DE,MOR.DEX,MORPHOSYS AG O.N.,,,,,
139,XFRA,MDAX,MDAX,DE0008467416,MTX,WTD,MTX.DE,MTX.DEX,MTU AERO ENGINES NA O.N.,,,,,
140,XFRA,MDAX,MDAX,DE0008467416,NEM,WTD,NEM.DE,NEM.DEX,NEMETSCHEK SE O.N.,,,,,
141,XFRA,MDAX,MDAX,DE0008467416,NOEJ,WTD,NOEJ.DE,NOEJ.DEX,NORMA GROUP SE NA O.N.,,,,,
142,XFRA,MDAX,MDAX,DE0008467416,OSR,WTD,OSR.DE,OSR.DEX,OSRAM LICHT AG NA O.N.,,,,,
143,XFRA,MDAX,MDAX,DE0008467416,PSM,WTD,PSM.DE,PSM.DEX,PROSIEBENSAT.1  NA O.N.,,,,,
144,XFRA,MDAX,MDAX,DE0008467416,PUM,WTD,PUM.DE,PUM.DEX,PUMA SE,,,,,
145,XFRA,MDAX,MDAX,DE0008467416,QIA,WTD,QIA.DE,QIA.DEX,"QIAGEN NV         EO -,01",,,,,
146,XFRA,MDAX,MDAX,DE0008467416,RHM,WTD,RHM.DE,RHM.DEX,RHEINMETALL AG,,,,,
147,XFRA,MDAX,MDAX,DE0008467416,RKET,WTD,RKET.DE,RKET.DEX,ROCKET INTERNET SE INH ON,,,,,
148,XFRA,MDAX,MDAX,DE0008467416,RRTL,WTD,RRTL.DE,RRTL.DEX,RTL GROUP,,,,,
149,XFRA,MDAX,MDAX,DE0008467416,SRT3,WTD,SRT3.DE,SRT3.DEX,SARTORIUS AG VZO O.N.,,,,,
150,XFRA,MDAX,MDAX,DE0008467416,G24,WTD,G24.DE,G24.DEX,SCOUT24 AG NA O.N.,,,,,
151,XFRA,MDAX,MDAX,DE0008467416,SHL,WTD,SHL.F,SHL.DEX,SIEMENS HEALTH.AG NA O.N.,,,,,
152,XFRA,MDAX,MDAX,DE0008467416,WAF,WTD,WAF.DE,WAF.DEX,SILTRONIC AG NA O.N.,,,,,
153,XFRA,MDAX,MDAX,DE0008467416,SOW,WTD,SOW.DE,SOW.DEX,SOFTWARE AG  NA O.N.,,,,,
154,XFRA,MDAX,MDAX,DE0008467416,SY1,WTD,SY1.DE,SY1.DEX,SYMRISE AG INH. O.N.,,,,,
155,XFRA,MDAX,MDAX,DE0008467416,TEG,WTD,TEG.DE,TEG.DEX,TAG IMMOBILIEN AG,,,,,
156,XFRA,MDAX,MDAX,DE0008467416,O2D,WTD,O2D.DE,O2D.DEX,TELEFONICA DTLD HLDG NA,,,,,
157,XFRA,MDAX,MDAX,DE0008467416,UN01,WTD,UN01.F,UN01.DEX,UNIPER SE  NA O.N.,,,,,
158,XFRA,MDAX,MDAX,DE0008467416,UTDI,WTD,UTDI.DE,UTDI.DEX,UTD.INTERNET AG NA,,,,,
159,XFRA,MDAX,MDAX,DE0008467416,ZAL,WTD,ZAL.DE,ZAL.DEX,ZALANDO SE,,,,,
